Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,229.0,229.4600067138672,225.80999755859375,226.55999755859375,207.034423828125,2346900
2018-01-03,226.6999969482422,228.77999877929688,226.00999450683594,227.5,207.89344787597656,1715100
2018-01-04,228.36000061035156,229.5,224.7100067138672,225.7899932861328,206.33079528808594,2784500
2018-01-05,220.4499969482422,222.86000061035156,216.25,219.8800048828125,200.9301300048828,10175300
2018-01-08,219.8800048828125,220.16000366210938,214.0,216.83999633789062,198.1521759033203,4978400
2018-01-09,216.77000427246094,222.5500030517578,216.5,222.0800018310547,202.94056701660156,2331400
2018-01-10,221.7899932861328,221.92999267578125,218.25,219.36000061035156,200.45498657226562,3418500
2018-01-11,219.77999877929688,220.9199981689453,218.39999389648438,219.0500030517578,200.1717071533203,2096000
2018-01-12,219.5,219.97999572753906,216.88999938964844,217.52000427246094,198.7735595703125,4266200
2018-01-16,217.9499969482422,220.0,217.1999969482422,217.75999450683594,198.99282836914062,2205200
2018-01-17,218.02000427246094,220.19000244140625,217.9499969482422,219.22000122070312,200.32696533203125,1924000
2018-01-18,219.38999938964844,219.8699951171875,215.41000366210938,217.2899932861328,198.56333923339844,1962600
2018-01-19,218.0,219.57000732421875,217.61000061035156,218.27999877929688,199.46807861328125,2235200
2018-01-22,217.97000122070312,219.80999755859375,217.97000122070312,219.32000732421875,200.41839599609375,1699000
2018-01-23,219.07000732421875,221.0800018310547,218.35000610351562,220.77999877929688,201.75254821777344,1609900
2018-01-24,221.22000122070312,223.50999450683594,219.6699981689453,222.02999877929688,202.89486694335938,2354800
2018-01-25,222.8300018310547,223.2899932861328,220.99000549316406,221.30999755859375,202.23690795898438,1429300
2018-01-26,221.52000427246094,223.8800048828125,221.0800018310547,223.63999938964844,204.36610412597656,1329300
2018-01-29,223.33999633789062,223.85000610351562,220.66000366210938,220.74000549316406,201.7160186767578,1304500
2018-01-30,219.74000549316406,221.24000549316406,218.02000427246094,220.0500030517578,201.08551025390625,1006100
2018-01-31,220.3699951171875,221.63999938964844,219.1300048828125,219.47000122070312,200.55545043945312,1670400
2018-02-01,219.19000244140625,221.17999267578125,218.69000244140625,220.69000244140625,201.67031860351562,986000
2018-02-02,219.66000366210938,220.60000610351562,215.11000061035156,215.88999938964844,197.28399658203125,1745200
2018-02-05,214.39999389648438,216.3699951171875,210.22000122070312,211.0,192.81546020507812,1994600
2018-02-06,208.57000732421875,217.14999389648438,207.77000427246094,216.2899932861328,197.6495361328125,2718300
2018-02-07,215.75,217.49000549316406,214.0500030517578,214.14999389648438,195.69393920898438,1791700
2018-02-08,214.27999877929688,215.75,208.63999938964844,208.72999572753906,191.20535278320312,2242700
2018-02-09,211.05999755859375,211.9600067138672,204.60000610351562,210.25999450683594,192.60694885253906,2881800
2018-02-12,211.00999450683594,215.3000030517578,211.00999450683594,213.00999450683594,195.1260528564453,3131600
2018-02-13,213.11000061035156,214.80999755859375,211.25,213.47000122070312,195.54739379882812,1411700
2018-02-14,212.97999572753906,215.1699981689453,211.49000549316406,214.0,196.0329132080078,1204800
2018-02-15,214.58999633789062,217.02000427246094,213.07000732421875,216.80999755859375,198.60696411132812,1487400
2018-02-16,216.69000244140625,220.1999969482422,216.47999572753906,219.4499969482422,201.02532958984375,1499300
2018-02-20,218.27999877929688,219.5399932861328,216.8800048828125,217.3300018310547,199.08334350585938,1020500
2018-02-21,218.3300018310547,220.64999389648438,209.02000427246094,213.7899932861328,195.84051513671875,2879500
2018-02-22,214.2899932861328,217.0,212.69000244140625,213.11000061035156,195.21762084960938,1583400
2018-02-23,214.0,217.47000122070312,212.91000366210938,217.4600067138672,199.20237731933594,1498600
2018-02-26,217.4499969482422,218.82000732421875,215.8000030517578,218.0399932861328,199.7337188720703,1148700
2018-02-27,217.47999572753906,219.77000427246094,216.52000427246094,218.0500030517578,199.74290466308594,2150000
2018-02-28,219.32000732421875,219.39999389648438,215.47999572753906,215.47999572753906,197.38865661621094,1314100
2018-03-01,216.24000549316406,216.77000427246094,213.5800018310547,215.9499969482422,197.81918334960938,1541300
2018-03-02,215.67999267578125,220.0399932861328,213.9199981689453,219.83999633789062,201.38258361816406,1643400
2018-03-05,218.3800048828125,219.6999969482422,217.50999450683594,219.52000427246094,201.08944702148438,1042400
2018-03-06,219.97999572753906,223.13999938964844,219.0,222.55999755859375,203.87425231933594,1200900
2018-03-07,220.1300048828125,224.27000427246094,219.49000549316406,223.91000366210938,205.11090087890625,1384500
2018-03-08,224.88999938964844,228.25,224.05999755859375,227.6999969482422,208.58265686035156,1553100
2018-03-09,228.8699951171875,230.35000610351562,227.80999755859375,230.33999633789062,211.00103759765625,1766600
2018-03-12,230.5,231.8300018310547,228.69000244140625,230.14999389648438,210.82696533203125,1760000
