Date,AMZN,NVDA,GOOGL,MSFT,FB,TSLA,AAPL,GOOG
2018-01-02,59.5,49.875,53.79899978637695,86.30999755859375,,21.474000930786133,43.07500076293945,53.34700012207031
2018-01-03,60.27450180053711,53.42499923706055,54.80500030517578,86.51000213623047,,21.683332443237305,43.63750076293945,54.31449890136719
2018-01-04,60.79349899291992,54.51250076293945,55.20399856567383,87.66000366210938,,21.23666763305664,43.36750030517578,54.67850112915039
2018-01-05,61.45700073242188,54.227500915527344,55.67900085449219,88.41000366210938,,21.14933204650879,43.84249877929688,55.212501525878906
2018-01-08,62.65399932861328,56.25,55.95800018310547,88.58000183105469,,22.468000411987305,43.90250015258789,55.5634994506836
2018-01-09,62.96649932861328,55.95500183105469,55.922000885009766,88.7300033569336,,22.58666610717773,43.76499938964844,55.52849960327149
2018-01-10,62.71649932861328,55.95500183105469,55.63899993896485,88.19000244140625,,22.46666717529297,43.57500076293945,55.22999954223633
2018-01-11,63.8385009765625,56.567501068115234,55.74250030517578,88.12999725341797,,22.98733329772949,43.872501373291016,55.32624816894531
2018-01-12,65.28800201416016,56.247501373291016,56.56499862670898,89.77999877929688,,22.694000244140625,44.34000015258789,56.214500427246094
2018-01-16,66.99700164794922,56.87749862670898,57.44400024414063,90.79000091552734,,23.0,44.84749984741211,56.99549865722656
2018-01-17,65.69999694824219,56.27999877929688,56.96599960327149,90.27999877929688,,23.26666641235352,44.8125,56.630001068115234
2018-01-18,65.2300033569336,56.65999984741211,57.02949905395508,90.66999816894533,,23.48666763305664,45.025001525878906,56.6254997253418
2018-01-19,65.6500015258789,57.772499084472656,57.18899917602539,90.61000061035156,,23.37266731262207,44.89500045776367,56.89300155639648
2018-01-22,66.37249755859375,58.43999862670898,58.34400177001953,91.62000274658205,,23.85533332824707,44.44499969482422,57.99399948120117
2018-01-23,68.24500274658203,59.95750045776367,58.92549896240234,92.3000030517578,,24.03333282470703,44.86000061035156,58.58134841918945
2018-01-24,69.40799713134766,60.122501373291016,59.352500915527344,93.43000030517578,,23.649999618530277,44.32500076293945,58.99300003051758
2018-01-25,68.91699981689453,59.9375,59.25,93.23999786376952,,23.280000686645508,43.73749923706055,58.797000885009766
2018-01-26,70.12650299072266,60.834999084472656,59.37799835205078,94.05999755859376,,22.933332443237305,43.0,58.79199981689453
2018-01-29,71.56950378417969,62.02750015258789,59.900001525878906,95.4499969482422,,23.38999938964844,42.540000915527344,59.34450149536133
2018-01-30,71.9625015258789,61.60499954223633,59.39649963378906,93.66000366210938,,23.218000411987305,41.84249877929688,58.82600021362305
2018-01-31,73.62899780273438,62.317501068115234,59.31600189208984,95.4000015258789,,23.746000289916992,42.11000061035156,58.650001525878906
2018-02-01,72.99400329589844,61.72499847412109,59.372501373291016,96.06999969482422,,23.977333068847656,42.15499877929688,58.70000076293945
2018-02-02,74.9000015258789,59.49250030517578,56.56499862670898,93.97000122070312,,23.46333312988281,41.70000076293945,56.15349960327149
2018-02-05,72.9489974975586,58.307498931884766,55.7495002746582,93.23999786376952,,22.96466636657715,40.970001220703125,55.5
2018-02-06,72.19950103759766,56.42499923706055,54.36899948120117,91.4800033569336,,22.4146671295166,40.93000030517578,54.08549880981445
2018-02-07,73.04949951171875,58.74250030517578,54.32649993896485,91.7699966430664,,23.06666755676269,40.84999847412109,54.0890007019043
2018-02-08,71.6875,58.80500030517578,53.19649887084961,89.87999725341797,,23.2413330078125,40.25,52.930999755859375
2018-02-09,69.17500305175781,59.72249984741211,52.58599853515625,88.93000030517578,,21.398666381835938,39.47249984741211,52.19850158691406
2018-02-12,69.69049835205078,58.869998931884766,53.27849960327149,89.77999877929688,,21.2053337097168,40.97249984741211,53.07500076293945
2018-02-13,70.98600006103516,58.625,53.06100082397461,90.0,,21.612667083740234,41.1875,52.91849899291992
2018-02-14,72.60299682617188,60.647499084472656,53.77349853515625,90.98999786376952,,21.744667053222656,41.8849983215332,53.58599853515625
2018-02-15,73.4469985961914,62.09249877929688,54.70500183105469,92.72000122070312,,22.274667739868164,43.272499084472656,54.573951721191406
2018-02-16,73.29000091552734,62.5,55.41550064086914,93.5,,22.874666213989254,43.70500183105469,55.23350143432617
2018-02-20,74.4384994506836,62.96749877929688,55.81449890136719,93.05999755859376,,22.7226676940918,43.56499862670898,55.6974983215332
2018-02-21,75.17449951171875,62.99250030517578,56.810001373291016,93.36000061035156,,22.645999908447266,43.52999877929688,56.69850158691406
2018-02-22,75.12699890136719,61.407501220703125,56.27299880981445,92.7300033569336,,23.16266632080078,43.48749923706055,56.14099884033203
2018-02-23,75.0,61.48249816894531,56.45000076293945,94.06999969482422,,23.666000366210938,43.91249847412109,56.36399841308594
2018-02-26,76.14199829101562,61.994998931884766,57.209999084472656,95.4499969482422,,23.933332443237305,44.84749984741211,57.198001861572266
2018-02-27,76.33899688720703,62.227500915527344,57.212501525878906,95.83999633789062,,23.99933242797852,45.119998931884766,57.20199966430664
2018-02-28,76.43499755859375,62.025001525878906,56.38249969482422,95.70999908447266,,23.682666778564453,45.15499877929688,56.37649917602539
2018-03-01,75.92449951171875,61.022499084472656,55.5634994506836,94.56999969482422,,23.244667053222656,44.94499969482422,55.50600051879883
2018-03-02,75.05249786376953,59.20000076293945,54.34450149536133,93.1500015258789,,22.347999572753903,44.07500076293945,54.09994888305664
2018-03-05,76.26899719238281,59.3125,55.05899810791016,94.2699966430664,,22.51666641235352,44.435001373291016,54.85499954223633
2018-03-06,77.10649871826172,60.73500061035156,55.28150177001953,94.48999786376952,,22.42466735839844,44.5625,55.09249877929688
