Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,116.9800033569336,118.0,116.80999755859375,118.0,105.83142852783203,935200
2018-01-03,118.0,118.80999755859375,117.13999938964844,118.19000244140625,106.0018310546875,929800
2018-01-04,118.66000366210938,119.76000213623047,117.31999969482422,117.47000122070312,105.35608673095703,1226100
2018-01-05,117.73999786376953,119.05000305175781,117.48999786376953,118.91999816894531,106.65655517578125,959600
2018-01-08,119.0,119.19000244140625,118.48999786376953,118.72000122070312,106.47716522216797,1260100
2018-01-09,119.05000305175781,119.18000030517578,118.1500015258789,118.22000122070312,106.02873992919922,1012800
2018-01-10,117.97000122070312,118.33000183105469,116.30999755859375,116.61000061035156,104.58477783203125,1381500
2018-01-11,116.69000244140625,117.86000061035156,116.12000274658203,117.56999969482422,105.44576263427734,1290300
2018-01-12,118.01000213623047,118.5999984741211,117.66999816894531,118.16999816894531,105.98388671875,1466300
2018-01-16,118.55999755859375,118.98999786376953,116.16999816894531,116.63999938964844,104.61167907714844,2373800
2018-01-17,116.5999984741211,117.04000091552734,114.27999877929688,114.5,102.69236755371094,3855100
2018-01-18,115.75,122.06999969482422,115.16000366210938,118.41000366210938,106.19914245605469,3736600
2018-01-19,118.05000305175781,119.12999725341797,116.52999877929688,118.44000244140625,106.22607421875,2953300
2018-01-22,118.26000213623047,118.66000366210938,116.36000061035156,116.77999877929688,104.73724365234375,1672600
2018-01-23,116.51000213623047,118.11000061035156,116.51000213623047,117.25,105.15876770019531,1731700
2018-01-24,117.54000091552734,119.12000274658203,117.3499984741211,118.94000244140625,106.67448425292969,1985500
2018-01-25,119.76000213623047,120.77999877929688,118.97000122070312,120.20999908447266,107.81352233886719,2489400
2018-01-26,120.5,121.5,119.62000274658203,121.47000122070312,108.94359588623047,1686800
2018-01-29,120.91000366210938,121.6500015258789,119.37999725341797,119.56999969482422,107.23951721191406,1332200
2018-01-30,119.19999694824219,119.66000366210938,117.77999877929688,118.3499984741211,106.14532470703125,1172300
2018-01-31,118.87000274658203,119.06999969482422,118.19999694824219,118.7300033569336,106.48615264892578,1400100
2018-02-01,118.16000366210938,118.7699966430664,115.56999969482422,117.62000274658203,105.4906234741211,1393900
2018-02-02,117.27999877929688,117.45999908447266,115.51000213623047,115.61000061035156,103.68789672851562,1659200
2018-02-05,115.29000091552734,117.12000274658203,111.62000274658203,111.9800033569336,100.4322280883789,2484600
2018-02-06,110.33000183105469,114.19999694824219,109.5999984741211,113.95999908447266,102.20803833007812,2392000
2018-02-07,113.86000061035156,116.73999786376953,113.4800033569336,114.12999725341797,102.36051177978516,2223300
2018-02-08,113.88999938964844,114.19999694824219,110.2699966430664,110.30000305175781,98.92549896240234,2099500
2018-02-09,111.76000213623047,113.19999694824219,108.73999786376953,112.37000274658203,100.78201293945312,1739300
2018-02-12,113.0,114.7300033569336,112.86000061035156,113.9800033569336,102.22598266601562,1242900
2018-02-13,113.44000244140625,114.81999969482422,112.5999984741211,114.55999755859375,102.74616241455078,1423800
2018-02-14,113.8499984741211,116.81999969482422,113.47000122070312,116.31999969482422,104.32463836669922,1283800
2018-02-15,116.23999786376953,116.55000305175781,114.80999755859375,116.19000244140625,104.61280059814453,1276900
2018-02-16,115.86000061035156,117.2300033569336,115.37000274658203,116.16000366210938,104.58576965332031,995900
2018-02-20,115.3499984741211,116.12000274658203,114.75,115.4000015258789,103.9015121459961,1038400
2018-02-21,115.4800033569336,117.7300033569336,115.31999969482422,115.62000274658203,104.09957122802734,1017400
2018-02-22,116.2699966430664,117.0999984741211,115.58999633789062,115.86000061035156,104.31566619873047,919700
2018-02-23,116.68000030517578,117.5999984741211,115.87999725341797,117.45999908447266,105.75624084472656,738500
2018-02-26,117.55000305175781,117.75,116.23999786376953,117.52999877929688,105.81928253173828,964900
2018-02-27,117.75,117.87999725341797,115.2699966430664,115.30999755859375,103.82048034667969,1090800
2018-02-28,113.69999694824219,114.72000122070312,112.29000091552734,112.44000244140625,101.2364501953125,2725300
2018-03-01,111.94999694824219,113.12999725341797,110.30000305175781,111.11000061035156,100.03894805908203,1603700
2018-03-02,110.2300033569336,110.88999938964844,109.58999633789062,110.25,99.26465606689453,1360200
2018-03-05,109.5,113.08999633789062,109.5,112.76000213623047,101.52455139160156,1997100
2018-03-06,113.08999633789062,116.13999938964844,112.69999694824219,115.06999969482422,103.60440063476562,1531000
2018-03-07,113.77999877929688,115.31999969482422,113.69999694824219,115.0199966430664,103.5593490600586,1311600
2018-03-08,115.41000366210938,115.63999938964844,114.83999633789062,115.4000015258789,103.9015121459961,1059800
2018-03-09,116.20999908447266,117.73999786376953,115.94999694824219,117.6500015258789,105.92731475830078,1412300
2018-03-12,117.6500015258789,118.62000274658203,115.5999984741211,116.45999908447266,104.85588836669922,1293000
2018-03-13,117.19999694824219,117.83000183105469,115.4800033569336,116.06999969482422,104.50474548339844,1338400
2018-03-14,116.4800033569336,116.75,114.68000030517578,115.04000091552734,103.5773696899414,1000500
2018-03-15,115.20999908447266,115.83999633789062,113.97000122070312,114.27999877929688,102.89309692382812,1127000
2018-03-16,114.29000091552734,115.20999908447266,113.8499984741211,114.93000030517578,103.47834014892578,2409700
2018-03-19,114.41999816894531,114.86000061035156,112.62000274658203,113.22000122070312,101.9386978149414,1109300
2018-03-20,115.0,115.58000183105469,113.69999694824219,113.8499984741211,102.50594329833984,1446900
2018-03-21,114.0,115.44999694824219,113.72000122070312,113.94999694824219,102.59597778320312,1233800
